customer_experience,NPS,date,primary_category
Better available prices for smaller agencies.,10,3/2/2020,Cost
"The online training portion is not user friendly, instructors having to go through class every two years with Axon is a money grab",8,3/2/2020,Training
  Axon customer service is horrible. We feel like as a small agency you don't care about our business. We have tried to get information concerning car camera systems and had zero response. We don't get a representative that cares.   ,3,3/2/2020,Customer Service
I recently sent 5 Taser's in for displays being out. I was told you would not be returning 4 of them as they are not repairable. How do you explain not sending county property back to an agency? ,8,3/2/2020,Product
"From administrative aspect, some of the prices of the product makes it hard to purchase with small budgets",9,3/2/2020,Cost
Answering two secret questions too frequently on evidence.com.,10,3/2/2020,Product
If you could include more videos to display the Taser and other equipment or products to display proper use and or malfunctions. ,8,3/2/2020,Training
  I am not happy with axon / taser I Believe your product is overpriced and overrated you've done away with all the local dealers so we have to deal with your direct there's no competitor out there I just don't feel that one company handling everything is not a fair playing field  ,0,3/2/2020,Cost
easier process for categorizing the footage on computers  ,10,3/2/2020,Product
A CAD system and RMS system,10,3/2/2020,Product
Website navigation.,10,3/2/2020,Customer Service
I have been looking for an Axon umbrella for years but they have always been handed out at conferences before I get there.,10,3/3/2020,Others
Lower product costs,10,3/3/2020,Cost
More communication about new products (especially CEW). More communication and information about company and it's plans for future.,7,3/3/2020,Sales
Keep developing great products,9,3/3/2020,Product
More presence in my country Spain.,10,3/3/2020,Customer Service
  They have a monopoly and dictating (2) deployments is sad.  ,2,3/3/2020,Customer Service
to invite me  to confrences and event I need demo sample of taser 7 and cameras  to enable customer to feel it ,10,3/3/2020,Others
redesign the procedure for daily function checks. ,10,3/3/2020,Product
The way you have to sign up for a class is horrible.  There are to many steps and it is confusing. The old way was so much better.  I was almost going to give up and say it's not worth the hassle.  ,8,3/3/2020,Customer Service
more online support   I would like to be able to search and go back and take online courses over again to refresh or figure out a process,10,3/3/2020,Training
Work with America to provide and enable prompter replies and fixes  to Technical issues (such as the cracked cartridge housings) . ,8,3/3/2020,Product
Make the website more user friendly ,9,3/3/2020,Customer Service
  The deployment of the Axon system was dismal.  Intermittent to non-existent internet for weeks until now.  Internet modems still intermittently drop connections and have to be rebooted periodically.  We have one person in our department responsible for everything Axon.  Most of my issues started on morning watch and were only resolved when that person was working during the day.  This delayed problem solving process was frustrating because I could not troubleshoot the issue in the field and had to wait for one person who had the knowledge to resolve the issue.    Now we have relatively few issues.  I just wish the implementation process was smoother which I believe it could've been.  ,6,3/3/2020,Customer Service
lower costs,10,3/3/2020,Cost
  Compartmentalizing data.  Needs a better system for who can see what.  Chicago PD is becoming a growing mess off data.  Still waiting for the ID field to be lengthened for proper recording of events.  Cameras need to sync better when on the same scene.  AXON still is not doing this.  Waiting on the new CASE system to deploy.  The current one is horrible.  ,5,3/3/2020,Product
When we buy multiple units getting some of the training items.   It's hard to aquire them after we have large purchases ,9,3/3/2020,Training
When you make new products offer a trade-in program if you don't already have one. The trade-in models could then be refurbished and sold at a discount to smaller departments that do not have a budget to afford tasers. ,10,3/3/2020,Sales
Employee retention seems like an issue as every two years we are assigned new representatives and customer service managers.,8,3/3/2020,Customer Service
Lower the cost!,10,3/3/2020,Cost
Lower costs,10,3/3/2020,Cost
  difficult to locate a recert for my Taser Instructor  ,4,3/3/2020,Training
Fix battery issues with Flex 2,9,3/3/2020,Product
"One portal with one username/password via AXON to access everything. Training, evidence.com, forms, updates. All too often I do not sign in often enough and need to update all of my passwords at once while going to numerous different locations to do so.",9,3/3/2020,Customer Service
I like hands on training.,10,3/3/2020,Training
"Overall, I am very happy with the products we have. As I mentioned before, I would like to see the unlimited storage package a little more affordable for smaller departments with smaller budgets. Even though we are a small department, our officers generate a lot of activity.",9,3/3/2020,Cost
"Supporting equipment and technology longer.  Price, trade in opitions.  ",8,3/3/2020,Cost
"Become more receptive to calls or questions , have someone answer the phone when qualified persons who can answer questions or concerns. Quite often you are transferred from your call to another person who does not answer the phone. When you need help or answers to your questions, someone needs to be there. Your company and products are only as good as your customer service. When we need products you should have them in stock and ready to  ship. This has been a problem. Also your online training prior to Taser class do not work properly. ",10,3/3/2020,Customer Service
"work in synergy with the Italian government to mandatorily assign Taser and Bodycam to all types of police (local and state). Your body cameras have objectively improved and enhanced the security of the police officers of this command. Anyway, you have already done a great job ... thank you very much for everything  ",10,3/3/2020,Customer Service
Make training more simplified but more a priority.  Seem s like sales is more important during our 1 day training session. ,10,3/3/2020,Training
"  As a municipality, our current contract versus the contract quoted to us increased 26%. You are already my department's largest single vendor contract. This increase places a burden on the budget process and forces me to balance technology, staffing and operational costs. Your product is very forward thinking however it is a product that is pushed because of the public's expectation of transparency. As budgets get adjusted, citizens will have to make a choice; staffing and operations or transparency. I understand there are less lethal components as well as liability, public relations and safety factors to include however, speaking specifically to BWC's, Axon does not help me reduce crime rates and does not increase my case closure rates so I have to balance what it does offer with the financial cost it comes with. I wish I could do both but in this case, I will let the community and my city council speak to its priorities.   ",4,3/3/2020,Cost
the agency could have more training ,10,3/3/2020,Training
"Easier redaction studio with evidence.com.  The one now is definitely better than before, but improvements can be made. ",10,3/3/2020,Product
"  The cost of re-certifying our officers on a yearly basis with the mandate that they fire two training cartridges each is a bit taxing when you consider the cost per cartridge. The cost of re-certifying our Taser instructors every two years  is also a burden on our finances. Compare this to firearms instructors in our state. They are certified one time and never go back for any recert. This certification is free with no cost to our agency. These instructors can teach anything related to firearms including different weapon systems. This is not true with Taser. The smart cartridges are a bit unreliable as well. We constantly have officers coming to us (Taser instructors) complaining that the cartridges are showing up as blank. Sometimes you can take them out and reinsert them and they show good, sometimes not. Sometimes you can clean off the connectors and they will show as being good, and sometimes not.  This is all good unless you need the Taser in a situation where seconds count. So that is what is missing or disappointing in my experience with Axon - Taser.   ",4,3/3/2020,Cost
Shipping of products is extremely slow,7,3/3/2020,Customer Service
Pricing.,9,3/3/2020,Cost
"Pricing , more responsive to customer. Some of this has been lost as Axon grows larger.",8,3/3/2020,Cost
"It would be better if you had one ""salesman"" for a project.  Instead of having to deal with someone on the taser side and someone on the body camera and then someone from fleet cameras.  Assign one person to each department or project.  Too frustrating dealing with 3 different people.",10,3/3/2020,Customer Service
Product is great... cost is always a factor,8,3/3/2020,Cost
Being able to make contact with someone when I have concerns or issues.,8,3/3/2020,Customer Service
Make an app so that we can see the videos on our phone. You would probably need a separate category for people (ADAs) that would be allowed to do this. We most likely wouldn't allow all our ADAs this privilege.,9,3/3/2020,Product
  The pricing of the products is too high and thus keeps us looking to other products that are more affordable.  ,6,3/3/2020,Cost
More training in Atlanta area. ,10,3/3/2020,Training
It takes awhile to have someone contact you back sometimes. Maybe a sales rep helper for a few sales reps.,8,3/3/2020,Customer Service
  Scheduling/billing problems.  ,6,3/3/2020,Sales
  It is not effective most of the time and the cost of devices and training is to high  ,0,3/3/2020,Cost
"In the perfect world, make products a little more cost effective for smaller agency with limited budgets.",10,3/3/2020,Cost
Additional training programs for CEW and BWC administrators outside of webinars.,9,3/3/2020,Training
"As a certified forensic video analyst, I have come to realize the importance of certified training. As the BWC Administrator for one year now, I have not been able to attend an actual physical class. I believe on top of the conference, there should be at least one annual class for Administrators and managers of Evidence.com. It would go a long way to be able to add training on the CV for court purposes.",10,3/3/2020,Training
  At the time of purchase we not told that the units being bought were being phased out  ,3,3/3/2020,Customer Service
Outright pricing would be the greatest help.  According to my Taser instructor Axon now wants to quote the agency rather than having specific pricing up front.,9,3/3/2020,Sales
"The way that Axon presents its pricing models to the customer by a sales person is always one thing, but every time that the customer receives the official quotes from the finance department, they are never the same.  It takes us days or sometimes weeks to get your own sales and finance groups lined up.  It is a bad representation for Axon.",7,3/3/2020,Sales
Making the online training and class scheduling for instructors easier.  The new format is very difficult to use for a first time or even a renewing instructor.,10,3/3/2020,Customer Service
"Provide a different path for training and administration to register our folks for Taser Instructor class.  I did not like having to purchase ""vouchers"" and the limited access to training in my area.  ",10,3/3/2020,Customer Service
Better pricing,10,3/3/2020,Cost
improve sharing of evidence pertaining to co-defendants with defense attorneys,10,3/3/2020,Product
"have someone get in touch with me about our in car units.  we have the body cameras and the guys are really enjoying them, the interview rooms were installed and are working great.  we are fixing to get the Taser 7 to the officers and are looking forward to that.  just still have not heard about our in car cameras, I do understand everyone is busy.  just would like to hear from someone at Axon and kind of give me a date.  but overall the equipment is great.",8,3/3/2020,Product
Receiving a contract to upgrade our current RMS..,10,3/3/2020,Product
  Sales department and trying to talk to anyone to place an order issues with account and being able to get billed for items instead of always using a credit card getting e mail responses instead of in person phone calls to solve a problem issues with Axon store  ,5,3/3/2020,Customer Service
"  You are the most inflexible company I have ever dealt with. You maintain a monopoly with your ECW products and you know it and price it accordingly. Please make no mistake, it's not the fault of your sales reps, it's the company structure and CEO. If there were another product available on the market even close to yours, so many departments would jump ship almost instantly.  We work in local government chains. You do not understand this. We received funding based on your company's quote. The wheels of government move slowly, so by the time we could access the funds through the approval process, you had more than doubled your prices and removed the TAP program which we presented to the town. I actually feel bad for your reps. There hands are tied. Don't tie my frustration with your company to your reps.   ",0,3/3/2020,Customer Service
"Get our RMA's back quicker, and improve the signal sidearm devices - our are having problems.",8,3/3/2020,Product
"Faster response time whenever we reach out , we had to call and email several times before we received a response .",9,3/3/2020,Customer Service
Price is always an issue with departments. Working with ways of trying to say money,10,3/3/2020,Cost
We've had a few incidents where officers were involved in physical encounters where the hard power button was struck causing the camera to shut off.  Perhaps a clear plastic safety cover for the toggle? ,10,3/3/2020,Product
Screen on physical body camera with the ability to select categories on the camera for each incident or recording.. battery life is awesome,7,3/3/2020,Product
Make it cheaper,10,3/3/2020,Cost
"Bring the annual cost of the T7 down, making it similar to that of the X26P",9,3/3/2020,Cost
Control price of products.,8,3/3/2020,Cost
"  Customer service, reliability with body cameras, and price for Taser recertification is outragous  ",4,3/3/2020,Training
Continue improving the object tracking capabilities,10,3/3/2020,Product
Better holsters for the T-7.,9,3/3/2020,Product
Improve student user experience in being able to easily get to the online curriculum and begin the online training.,8,3/3/2020,Customer Service
reliable hardware for fleet services.,10,3/3/2020,Product
"Love your dedication to customer service and innovation, and especially ethics!  One area of improvement is the pricing for some of the add-on features.  Our department spends a lot of money on Axon products and services and we look forward to partnering with Axon for a long time.  In light of that sentiment, the price for Aware and Redaction Assistant should be reduced or eliminated, based on our volume and level of loyalty.",8,3/3/2020,Cost
Easier access for instructors for new info.,10,3/3/2020,Training
Pricing is always an issue and maybe more check ins by support staff to really go over how everything is goiung. ,10,3/3/2020,Cost
  Temporary testing of equipment to see if it will meet departmental needs.  ,4,3/3/2020,Product
"Honestly, have our Customer Reps reach out to us, before major firmware upgrades.  Some of the agencies, have customizations that firmware upgrades sometimes breaks.  I know about the Release Notes, but better communications, or something other than email.  Communication through email, sometimes is not personal.  I value this company and stand behind its product and customer support.  I feel like that maybe going backwards a little.",8,3/3/2020,Customer Service
Make a HD Cam for the T7 and stop pushing the leasing option when I call to order a product. ,10,3/3/2020,Product
"  Customer reps in the field.  Once you establish a relationship with one, they are changed three months later.  That has been fairly constant in the last 8 years.  ",6,3/3/2020,Customer Service
  x26p tasers failing at 4-5 years.  we still have original x26's working with no issues  ,5,3/3/2020,Product
Both the in car system and the body cam are new to our department.  We have only had them operational for a little more than a month.  If anything comes up we will let Axon know about it.  As of now this product and company have been easy to work with and beneficial for our department.,10,3/3/2020,Product
Allow the individual user be able to choose default search options instead of having to open the advanced search options EVERY SINGLE TIME.,9,3/3/2020,Product
Having Digital IN CAR Video (DICV) downloaded directly to Evidence.com.,10,3/3/2020,Product
Product designed more towards the fire service. I.E. Intrinsically safe and high heat resistant. ,10,3/3/2020,Product
  The recording beep sounds are not loud enough during an event.  ,6,3/3/2020,Product
Making the AXON Academy website more user friendly and intuitive for end users and instructors.,9,3/3/2020,Customer Service
  The Fleet 2 system has never worked as expected and has caused a serious drain on internal resources.  ,4,3/3/2020,Product
I would like to own a powerpoint for Taser 7 to share with my colleagues in the SERT team as a certified Taser Instructor. ,10,3/3/2020,Training
  The body cameras constantly fall off during altercations and there is an inability to meet our needs in that area.  ,3,3/3/2020,Product
Taser instructors cert from Axon should not expire.  Only have re-cert and refresher training in County.,10,3/3/2020,Training
help keep costs reasonable.  Some of our locations cannot afford a taser for each officer and they have to share which i feel is not as safe or reliable.  ,10,3/3/2020,Cost
Lower prices.  Great product but expensive for smaller agencies.,9,3/3/2020,Cost
Bulk deletion of categories on evidence.com,10,3/3/2020,Product
Reduce cost,10,3/3/2020,Cost
Continue to provide the assistance and associates that help when we have questions and purchasing issues.,8,3/3/2020,Customer Service
Bring the price down T7,10,3/3/2020,Cost
"nothing really, just the costs associated with owning Taser, axon products. Again, 500 plus per instructor just to be able to teach at our department. Would like to see either longer than 2 year cert to teach, or cheaper to take, maybe a price break for multiple instructors in class",10,3/3/2020,Cost
More online training videos,10,3/3/2020,Training
I have been having issues on the website with instructor materials.,8,3/3/2020,Customer Service
It is difficult at times to communicate with AXON. ,8,3/3/2020,Customer Service
Restore Axon Performance functionality,9,3/3/2020,Product
Sales people understanding when not interested means stop trying to sell me your product and there are multiple people that have input when equipment is approved or unapproved for an agency. ,10,3/3/2020,Customer Service
push the technology even further,9,3/3/2020,Product
"The presentation was very well done. However, the subject consisted of mostly product advertisement instead of how to deliver a class for instructors. Good presentation, great personality but it was lacking in substance.",7,3/3/2020,Training
Lower Cost,10,3/3/2020,Cost
"I feel there are a few things that Axon ""nickles and dimes"" police departments on regarding Taser.  I feel that we don't need to ""spark test"" our Taser every day.  I believe this only reduces the battery life causing us to purchase batteries more frequent.  Taser also requires our instructors to retake the class every two years, which is also very expensive.    We also have had troubles with the Axon in car camera system.  The cameras disconnect often and there are several fixes causing us to troubleshoot often.  We feel if the cameras were hard wired in, the bluetooth wouldn't constantly disconnect.    Axon has been very helpful when we call them on the phone to walk us through the in car camera fixes.  The customer service is great.  We also like the ease of the online storage and abilities to watch all our officers' body cams and car cams.  We also love the ""share"" feature because we can easily view other department's evidence/video and share it with the DA's Office.  Feel free to contact me if you have any questions about my experience.  Kurt Sorenson",7,3/3/2020,Product
"I've been an Axon Master for 3 years, a CEW Master in our province for the past 4 years, and a Senior Master for the province for the past two years.  The 5 year shelf life for our X26Ps is coming up in the next two months, but the Taser 7 is not authorized for use in Ontario.  We are now having to spend money to get new X26Ps instead of being able to test the unit, and possibly extend it's shelf life, until the 7 gets authorized.  No one is asking that the CEWs life be extended for another 5 years, but if there was a way to extend short term with some sort of electrical testing year to year or every 6 months, that might bridge the gaps?  Once Axon Canada gets up and running, maybe that's something that can be implemented so some agencies that don't have government grants like in the USA, can keep the CEW program running.  My worry is that because our budgets are always trying to be cut back, that maybe the CEW program is going to be where the biggest savings can come from.   Training costs are increasing with the new Taser 7, because of the need to deploy at different distances with CQ and SO cartridges.  Trying to keep the cost of cartridges down might also help with the sustainability of our programs.  (This is my personal opinion and not necessarily that of my agency of 600+ officers) ",10,3/3/2020,Cost
Additional tools for converting proprietary video formats to a usage easy to view format for use in case work and case building.,10,3/3/2020,Product
"  The transition to the new weapon system is outrageous.  Trying to sell the administration on a mandatory lease option is also very hard.  People lease vehicles because they keep their payment lower and know they will be getting the next best thing  when the lease is up.  With Axon Taser 7 you are getting the best thing, but you are paying three times what you paid before.  Granted it is a better product overall, but administrations see that the current one works just fine in their eyes and the dollar amount to change doesn't make sense.    ",6,3/3/2020,Cost
Updates on products and  implementation  in various  countries and organizations ,9,3/3/2020,Product
Make the online portion easier to navigate.  I always have a hard time finding the training material ,10,3/3/2020,Customer Service
not a lot of support for prosecutors,7,3/3/2020,Customer Service
faster downloading / deleting from evidence.com,10,3/3/2020,Product
Lower cost,9,3/3/2020,Cost
  Our Customer Service Representative in non-responsive.  He does not return email or phone calls.   ,5,3/3/2020,Customer Service
Need more Communication with the rep.,8,3/3/2020,Customer Service
  everytime we buy your product and it break  the  it cost us a new one to buy  ,2,3/3/2020,Cost
Retool your billing system. It's difficult to keep purchases and accounts straight in its current form.,10,3/3/2020,Training
Price is very high.,7,3/3/2020,Customer Service
  I first contacted Andrew Mellen on 8/12/19 stating I was interested in getting a price quote on Tasers.  I continually called to no avail.  I reached out to Kevin Watson expressing my concern to the lack of customer service demonstrated by Andrew.  I am assuming that Kevin had a conversation with Andrew as we connected with each other on 12/16/19.   I received my Tasers in March 2020.  I have never worked so hard to purchase equipment in my life!  As a 30 years police veteran I was frustrated and disappointed in Andrews customer service approach.  I can tell you he is not doing AXON any favors.  ,5,3/3/2020,Customer Service
  I find the watching the videos to be cumbersome in that I seem to need to go back to the original file to watch the next video.  I don't believe the product is particularly user friendly.  ,3,3/3/2020,Product
"  The website is difficult to navigate and needed forms sometimes works but most often not.  Pages lead to no helpful information.  Also, reaching an actual employee is almost impossible and the effort it takes has made me on more than one occasion, just stop trying.   ",6,3/3/2020,Customer Service
Drop the price of the T7.  I thin with the new Axon store that helps out a lot with our department.  The ease of use of the online portion for training is great.  I don't have really anything right now.  Things are moving good and learning what I can.,10,3/3/2020,Cost
Lower cartridge costs would help. ,10,3/3/2020,Cost
"I'd be happier if the pricing model was more à la carte, rather than packages. It may make sense for larger agencies where the packages may include extra duty- or training cartridge refills per year which might cover multiple training sessions or deployments. But for smaller agencies, who train on them yearly or bi-yearly and rarely deploy their ECDs, it doesn't make sense to increase the cost to upgrade to more expensive packages when it's cheaper to simply purchase new cartridges and batteries as needed. That aside, having carried an X2 daily since we first issued the ECD in 2014, and having pulled it in the field several times (no deployments, thankfully!) I have full confidence in the product and the company backing it up.",10,3/3/2020,Cost
Reduce prices of training materials.,10,3/3/2020,Cost
"to be able to purchase tasers, no 5 year payment plan, total all at once",9,3/3/2020,Cost
  The quality of the visual is poor in low light conditions and at different distances. Perhaps an upgrade in camera will address this issue.     ,6,3/3/2020,Product
Small agencies would like to be able to purchase demonstrator  models. Budgets some times restrict purchase or replace worn units due to cost. ,10,3/3/2020,Cost
CAD and automated reports.   ,10,3/3/2020,Product
Cost efficient CEWs ,9,3/3/2020,Cost
  The constant battery issues are a real concern.  We are near life on most of our stock and batteries are either swelling and popping cases or have a 2 hour life cycle which makes them useless for a 10 hour shift.   ,6,3/3/2020,Product
  45 day estimated time of shipping is rediculously too long. I ordered ONE body camera mount to be used for my department body worn camera.  ,0,3/3/2020,Sales
Improve the communication of Axon sales staff with the customer.  The customer should not have to continually follow-up with the sales rep for updates on quotes/products.,7,3/3/2020,Customer Service
Help smaller departments with grants and cost so that they can utilize more of what you offer to departments.,10,3/3/2020,Sales
Just continue to upgrade your system as you have been doing.,10,3/4/2020,Product
More conferences and events throughout the country.,10,3/4/2020,Others
Tell me how to change the time on the video itself.  ,10,3/4/2020,Product
More instructor courses and locations ,9,3/4/2020,Training
More streamlined process for Taser 7 in evidence.com.  Better cartridge carrier for the Taser 7 additional cartridges.  It would be nice to be able to track and see what we are going to be sent per our contract each year when we log into evidence.com or the online store account.  How many cartridges and what type.  Currently we have been working this out through emails.  It would help us plan ahead and manage our inventory better. ,10,3/4/2020,Product
Make it easier for re-certification of instructors and make it good for 3 years,8,3/4/2020,Training
"Better communications from Axon on the transition of people from sales to implementation to customer success to support.  It was not proactively communicated the transition from our Sales rep to Customer Success, and that multiple people would be contacting us for the implementation of the BWC and Interview rooms.  In addition, at least 2 people assigned to us initially have been reassigned. I do not have any issues working with different people and I understand why things change, but it is about setting clear and concise expectations and us not having to figure how things work on our own.",9,3/4/2020,Customer Service
"To make me happy, I believe that  AXON should change their policy when it comes to the  implementation of Axon products to different agencies,  I was told that it would be an extra fee to have someone to come to my agency to set up the products including the body cam 3 and Taser 7, I think Axon should provide tech people who travel to different agencies to implement Axon products. ",10,3/4/2020,Training
"Lower price on storage for body camera footage, expensive for small agencies",9,3/4/2020,Cost
"Offer more training aids and supplies for the PD's that are involved in the lease program.  We use the inert cartridges and the blue SIM with the SIM suit for training which is beneficial.  We recently purchased the new target system which was expensive and we also purchase Blue SIM ECW's for recruit officers for academy.  Not to say that we are dissatisfied, but anything for additional training would make me happier if you're asking.",10,3/4/2020,Training
"  Price is WAY too high. Customer Service poor We get a new sales rep so often that I don't even keep their cards any more  If you made a product as good as and at the same cost as PHAZZER, you would have happier customers Every agency I am aware of hates your company and your proprietary tactics and only buys your product out of necessity rather than desire  ",2,3/4/2020,Cost
"Reduce cost, so smaller agencies can utilize your SYNC services more readily.  Also, reduce the costs of your products.",7,3/4/2020,Cost
lower the prices,10,3/4/2020,Cost
Make the online portal for instructor certification easier to navigate,9,3/4/2020,Customer Service
Make the same device but smaller,10,3/4/2020,Product
"Axon training is very expensive.  I've been a Taser instructor since 2005 and due budget and training costs, it makes it impossible to go to AXON training. ",10,3/4/2020,Cost
More realistic training,10,3/4/2020,Training
make it  more accessible to get your certification renewed . meaning when you pull the up the site the price for your renewal and rectification should appear so that you can make payment and do an online course at same time.,10,3/4/2020,Training
Keep advancing forward and don't become stagnant. Also avoid big corp when dealing with LE agencies.,10,3/4/2020,Product
"Axon academy website should be more user friendly. Password reset should be faster. Proper online courses, required for in service classes, should made available all the time. Instructors for in services classes should be helpful to resolve problems that are the fault of the company and not of the department or student. In short simplify the process to be trained in your products. There are too many hoops to jump through and things to do and your products and services are just not worth that. ",7,3/4/2020,Customer Service
Listen to customers to enhance your product.,7,3/4/2020,Customer Service
lower you price so we can afford in to get in car systems,10,3/4/2020,Cost
"Availability. I understand the cost of the products and of the programs are set; however I would like to see them be available to agencies with a lower budget. I believe in the products provided and the overall safety measure they provide for officers, but it saddens me to see other departments without the opportunity to protect themselves physically and legally due to low funding. I understand the cost of the products may never change; however I just wanted to let you know what myself and many other have discussed in the past.  Thank you for your listening. Deputy McGuire ",9,3/4/2020,Cost
Cost effective CEW's.  Cost effective supplies for smaller departments.,7,3/4/2020,Cost
"provide a method of destruction for old TASER's. One that makes the unit a little more sustainable - the ability to recycle the components that are recyclable. I have found local electronic recycling companies willing to recycle them; however, we don't have an existing relationship with them and worry about turning weapons over to them with no guarantees of destruction/safe handling. Maybe if you had a relationship with existing recycling partners in cities, this would make people feel better about using them and also responsibly decommission the weapons.",9,3/4/2020,Product
  The products just aren't a great as they are made out to be. Lots of hype and fancy crap but performance doesn't exceed my expectations.   ,5,3/4/2020,Product
"  Axon has the business cornered so everyone pretty much has to go with you.  We have purchased the Taser 7 and have had nothing , but issues with it.  Lack of feedback from reps to make it right has been aggravating as well.  ",3,3/4/2020,Product
  difficult pairing  ,3,3/5/2020,Product
Keep products affordable! ,10,3/5/2020,Cost
"When I had placed a previous order for cartridges, there was a significant delay in those items being shipped and then received on my end.  There was essentially no communication to speak of that provided any updates from the time of order until they were finally shipped.  It would have been helpful to receive more periodic communication that provided information about prospective shipping dates as well as any additional information on the reason for delay.  The most recent order was shipped very promptly.",10,3/5/2020,Customer Service
"Nothing this transition was made virtually seemless. We had a problem getting the cartridges sent to us, but you guys jumped through the hoops, so I was able to conduct this transition. ",10,3/5/2020,Customer Service
"  1. Signing up for In-House Instructor courses has become an issue with the latest changes.   2. My agency is unable to obtain the training materials as required by AXON because we are unable to access DROPBOX.  In the past, we were able to access the training materials through SHAREPOINT.  That option is no longer available.  I called the HelpDesk and I was told that they would email me the information.  That did not happen.  Customer service lately has been a real issue with less than helpful answers.     ",5,3/5/2020,Training
Make everything cheaper. :-) ,10,3/5/2020,Cost
Follow up when complaints or orders are filed. ,7,3/5/2020,Customer Service
MAKE THE WEBSITES EASIER TO NAVIGATE,10,3/5/2020,Customer Service
"A more streamlined Evidence.com, better cartridge storage solution for a spare Taser 7 cartridge, better QC on Taser 7 activation switches. So far I have had 10 separate activation switches crack or break. ",9,3/6/2020,Product
make T7 more cost effective for upgrades,9,3/6/2020,Cost
Allow easy upload of AB3 videos without the necessity of using the dock.,10,3/6/2020,Product
  Communication between myself and representatives from Axon was not easy. It took several attempts to finally get my questions answered after we had already started an email and phone exchange.   ,5,3/6/2020,Customer Service
"Fix your online training, and your system to purchase training online!  It's horrible!",9,3/7/2020,Customer Service
Lower the prices so we can buy more! ,10,3/8/2020,Cost
SIMPLIFY THE BUYING PROCESS FOR SMALL AGENCIES.,10,3/8/2020,Sales
Better upload from Axon View. When we download video and categorize in the squad some of the same videos are not categorized in Axon View. ,10,3/8/2020,Product
"Cheaper recert and training cartridge or alternative. Most agencies cant afford to do more than just re-certify. As instructors, we get to deploy numerous cartridges in various situations in class yet we cant afford to provide our officers with similar training, with actual deployment.",10,3/9/2020,Cost
"Although the on-line and website support is excellent, perhaps an app for master instructors with all of the resources available.",10,3/9/2020,Customer Service
"It is difficult to schedule a training that is close enough that my employer will allow me to attend.  I attempted to attend the training at Niagara University, only 60 miles away and it was full.",10,3/10/2020,Training
The ability to change passwords without using email.,10,3/10/2020,Product
"Training for staff that do not use cameras, but process the evidence.",10,3/10/2020,Training
  Expensive   ,6,3/10/2020,Cost
"Made the redaction software better, have it save my place in a redaction and quite readjusting the object tracker (if I draw the box around an entire body, it should remain around the body and quit readjusting the size).",7,3/10/2020,Product
  The continued price increases on all products. It's hard for small departments to simply keep up with batteries and cartridges.   ,4,3/10/2020,Cost
  We need ability to bundle Axon BWC and Taser contracts into one unit please!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!  ,6,3/10/2020,Sales
Keeping the cost of Evidence.com at a reasonable level so smaller agencies can afford it.  ,10,3/10/2020,Product
"It's a bear to get in touch with salespeople, and you change who our rep is all the time.  We're small, so I get it.",7,3/10/2020,Customer Service
Less expensive ,10,3/10/2020,Cost
"Continue to enhance LE capability with protection products, and enhancement to documenting incidents. Keep us safe!",10,3/10/2020,Product
It would be nice to redact photos using a tool like redaction studio.,10,3/10/2020,Product
Easier enrollment for taser instructor classes,10,3/10/2020,Training
Keep showing up at the conferences and trainings and progress will occur.,9,3/10/2020,Training
a grant where I could try body cams.,10,3/10/2020,Sales
"  The system is too cumbersome.  There are obvious shortcuts that can be implemented.  1.  When you search for a case number, if there isn't one already, create a button that says create case directly from that screen. 2. Axon capture needs improvement.  There is no way to upload documents directly into evidence.com.  ",3,3/10/2020,Product
The second trigger pull on the X2 should energize both cartridges.  Most second deployments are on the same suspect and by energizing both bays you increase the chance of NMI. ,10,3/10/2020,Product
If you make everything cloud based you are going to price yourself out of small town abilities to keep your products.  ,10,3/10/2020,Cost
Ability for share partner to receive inventory list of items associated with the case folder,10,3/10/2020,Product
"  Communication, confirmation of our orders.   ",4,3/10/2020,Customer Service
Cost,8,3/10/2020,Cost
Fix my burned out led screen when it was under warranty ,10,3/10/2020,Product
We always love free merchandise ;) ,10,3/10/2020,Others
"Axon is becoming too expensive, especially for smaller agencies. Need to work on a better solution for small Dept's. I honestly dont know how some can afford to keep Axon products. The program is great, second to none; it is becoming unaffordable and we are looking at alternatives. ",7,3/10/2020,Cost
More training videos,10,3/10/2020,Training
Lower the prices / Make training every two or three years instead of annually ,9,3/10/2020,Cost
  Local sales representative lacks follow through on commitments.  ,3,3/10/2020,Customer Service
contact the instructors in this area and advise them to help teach the smaller agencies. ,10,3/10/2020,Training
"  Axon costs way too much money, you seem to have a corner on the market, and are exploiting it.  ",2,3/10/2020,Cost
  too many issues after launch.  Cameras are always not working properly as described.  Days after launch we were to send a faulty camera back.   ,4,3/10/2020,Product
  The product is great with exceptional potential.  The requirement to store data offsite in the cloud is a challenge for some.  The product is also cost prohibitive for some agencies.    ,5,3/10/2020,Cost
lower prices,10,3/10/2020,Cost
By halting the price increases.,8,3/10/2020,Cost
I would appreciate it if there were no license fees for administrators. For smaller agencies that really has a bearing on how many actual cameras we can deploy. ,9,3/10/2020,Cost
keep us informed of hosted events prior to IACP conferences,10,3/10/2020,Others
"Records management system that includes Jail/Corrections module, detective case management module, evidence tracking module all connected to the RMS. That would be perfect for our needs with our upcoming decision to purchase a new RMS system.",10,3/10/2020,Product
